total_return,cagr,max_drawdown,win_rate,profit_factor,total_trades,sharpe_ratio,avg_win,avg_loss,config
-3.1159306289102906,-31.98219250558145,-7.969734937026813,34.375,0.8454537336873514,32,-0.7782540419501207,1.549624321674672,-0.9600856270157956,Lower Risk
-6.72369659590527,-57.14851281258463,-15.44765528019944,34.375,0.827775552724271,32,-0.7782540419501348,2.9378743600231574,-1.8590625979123803,Original
-8.137593391327702,-64.42024570038691,-18.22436333718167,36.666666666666664,0.7668869476936696,30,-1.140045104553817,2.433705681235017,-1.8372818886796252,Higher Trailing Stop
-13.777711031639772,-83.54992065468447,-16.22729736100561,28.125,0.6751275677283038,32,-2.429173530662126,3.1813213822666793,-1.8438958031321688,Better SL/TP
-20.155355459304346,-93.54579857045574,-20.155355459304346,30.76923076923077,0.3527814352399368,26,-8.667966073659244,1.3732677826810444,-1.7300832067084828,6AM Opening Range
