total_return,cagr,max_drawdown,win_rate,profit_factor,total_trades,sharpe_ratio,avg_win,avg_loss,range_start_time,range_end_time,atr_sl,tp_ratio,mult,risk_per_trade,exit_eod,trailing_stop,take_partial,latest_entry_time
-14.403074907032476,-61.19934367828528,-17.344812539761918,32.35294117647059,0.6543181312875956,68,-2.932876497357315,1.2392099513962662,-0.9057759529945715,00:00:00,01:00:00,0.5,1.0,2.0,0.01,False,True,False,23:59:00
-16.10228007785307,-65.65772289558963,-18.252001046089873,31.343283582089555,0.6125138076600012,67,-3.5274853379418407,1.2120700872968928,-0.903385911110604,00:00:00,01:00:00,0.5,1.0,2.0,0.01,False,True,False,20:00:00
-17.300134743759376,-68.53625005625436,-20.224971314097214,30.76923076923077,0.5682819351955196,65,-4.059578581424748,1.1386313027900874,-0.8905057955458026,00:00:00,01:00:00,0.5,1.0,2.0,0.01,False,True,False,18:00:00
-27.61263808056349,-86.01388845242221,-32.16645657911202,32.35294117647059,0.6382452425969842,68,-2.9328764973572956,2.214412656115615,-1.6593416633718925,00:00:00,01:00:00,0.5,1.0,2.0,0.02,False,True,False,23:59:00
-30.403825571343447,-88.99123940895221,-33.621009463279655,31.343283582089555,0.5998139612847863,67,-3.5274853379418363,2.170019189873296,-1.6516136643191894,00:00:00,01:00:00,0.5,1.0,2.0,0.02,False,True,False,20:00:00
-32.33064860773729,-90.72078186774945,-36.74958706973681,30.76923076923077,0.5531874026263899,65,-4.0595785814247565,2.0013880129688855,-1.6079646414914455,00:00:00,01:00:00,0.5,1.0,2.0,0.02,False,True,False,18:00:00
-39.49814445248451,-95.30628272030822,-44.720903378659784,32.35294117647059,0.6227131042057984,68,-2.9328764973573076,2.9632636711983804,-2.2758683743228016,00:00:00,01:00:00,0.5,1.0,2.0,0.03,False,True,False,23:59:00
-42.899843581671526,-96.69988137469173,-46.45887432722978,31.343283582089555,0.5877258563069023,67,-3.527485337941842,2.9122262559859116,-2.262099890377733,00:00:00,01:00:00,0.5,1.0,2.0,0.03,False,True,False,20:00:00
-45.19976458156364,-97.43056280138029,-50.1569788733666,30.76923076923077,0.538964482645947,65,-4.059578581424767,2.64199468548894,-2.1786590731409428,00:00:00,01:00:00,0.5,1.0,2.0,0.03,False,True,False,18:00:00
-10.243712587350661,-48.205641261881404,-15.163308718469509,23.809523809523807,0.7509024930567064,63,-1.4254486363283434,2.0586394499053235,-0.8567355069985515,00:00:00,01:00:00,0.5,1.0,2.5,0.01,False,True,False,23:59:00
-11.762023030453793,-53.314919191475575,-16.449101774370344,22.58064516129032,0.713369104746379,62,-1.742328892025375,2.0909578879975697,-0.8549048638004114,00:00:00,01:00:00,0.5,1.0,2.5,0.01,False,True,False,20:00:00
-12.75706790733081,-56.42921188089814,-18.217378337346574,21.666666666666668,0.6776285813596159,60,-1.9967260860948026,2.0627314974404,-0.8419697313628933,00:00:00,01:00:00,0.5,1.0,2.5,0.01,False,True,False,18:00:00
-21.008470244549216,-76.20304207160619,-28.638170445650328,23.809523809523807,0.7256323994765687,63,-1.4254486363283334,3.7041367478767966,-1.5952191971396077,00:00:00,01:00:00,0.5,1.0,2.5,0.02,False,True,False,23:59:00
-23.623784206527386,-80.61313185161366,-30.752977424877347,22.58064516129032,0.6902701601843284,62,-1.7423288920253712,3.7606029541524397,-1.5890046992637823,00:00:00,01:00:00,0.5,1.0,2.5,0.02,False,True,False,20:00:00
-25.295555097703183,-83.0567596357768,-33.62332602772928,21.666666666666668,0.6519309482541795,60,-1.9967260860947895,3.6444924094023063,-1.5462543919134728,00:00:00,01:00:00,0.5,1.0,2.5,0.02,False,True,False,18:00:00
-31.711580155466635,-90.19183531976988,-40.46795970635421,23.809523809523807,0.7021198379614948,63,-1.4254486363283276,4.9830619507946325,-2.217864779528879,00:00:00,01:00:00,0.5,1.0,2.5,0.03,False,True,False,23:59:00
-35.03217138866117,-92.75895549877131,-43.05662227128252,22.58064516129032,0.6692003515692668,62,-1.7423288920253661,5.062093264164091,-2.2062807726449685,00:00:00,01:00:00,0.5,1.0,2.5,0.03,False,True,False,20:00:00
-37.10269099984866,-94.05471476369034,-46.52526116328177,21.666666666666668,0.6283194208289096,60,-1.9967260860947922,4.8247261899760465,-2.1239176908412194,00:00:00,01:00:00,0.5,1.0,2.5,0.03,False,True,False,18:00:00
-3.280781815481959,-18.377661758146346,-11.898914365597506,31.428571428571427,0.9282778988992857,70,-0.25658238709861164,1.9300993973354124,-0.952978511601272,00:00:00,01:00:00,0.5,1.5,1.0,0.01,False,True,False,23:59:00
-6.112338015744623,-31.883175829075995,-12.48415773617553,30.434782608695656,0.8659556483971858,69,-0.8231814822105783,1.8803348672629447,-0.949986879755552,00:00:00,01:00:00,0.5,1.5,1.0,0.01,False,True,False,20:00:00
-7.769732208506586,-38.88226567247656,-15.739892011431076,29.850746268656714,0.822922750202587,67,-1.208929277369515,1.8053954996129744,-0.9335668553354478,00:00:00,01:00:00,0.5,1.5,1.0,0.01,False,True,False,18:00:00
-8.005183826811635,-39.825924142084176,-23.079034069787056,31.428571428571427,0.9075128458783485,70,-0.25658238709860653,3.57042564718749,-1.8032197513528427,00:00:00,01:00:00,0.5,1.5,1.0,0.02,False,True,False,23:59:00
-13.205097046891757,-57.77364681878493,-24.075515502979165,30.434782608695656,0.8465149508303437,69,-0.8231814822105722,3.468093980436982,-1.7923973049180926,00:00:00,01:00:00,0.5,1.5,1.0,0.02,False,True,False,20:00:00
-16.170587573960628,-65.82758124006209,-29.52525083102727,29.850746268656714,0.8014894503387651,67,-1.2089292773695228,3.2644500174993736,-1.73318272178613,00:00:00,01:00:00,0.5,1.5,1.0,0.02,False,True,False,18:00:00
-13.89809152221545,-59.784795163805825,-33.53969058923788,31.428571428571427,0.886230058501682,70,-0.25658238709861375,4.9209780483254075,-2.544991845528634,00:00:00,01:00:00,0.5,1.5,1.0,0.03,False,True,False,23:59:00
-20.955078421495898,-76.10495734183571,-34.806187562497584,30.434782608695656,0.8269905259611239,69,-0.8231814822105805,4.769805215972612,-2.523353915769183,00:00:00,01:00:00,0.5,1.5,1.0,0.03,False,True,False,20:00:00
-24.87762103524438,-82.47145723570445,-41.48003462650802,29.850746268656714,0.7798425001125103,67,-1.2089292773695242,4.406078874190321,-2.4042382663627824,00:00:00,01:00:00,0.5,1.5,1.0,0.03,False,True,False,18:00:00
-11.100149678603156,-51.14207498284608,-15.624389315595208,30.434782608695656,0.7493696097674861,69,-2.012310492388557,1.5804177057961926,-0.9226858645900674,00:00:00,01:00:00,0.5,1.5,1.5,0.01,False,True,False,23:59:00
-12.983883037669097,-57.11423421968613,-16.964972501219282,29.411764705882355,0.7061196863439959,68,-2.5523631955448653,1.5598485152050157,-0.9204344446201965,00:00:00,01:00:00,0.5,1.5,1.5,0.01,False,True,False,20:00:00
-14.485792273578069,-61.42703637630645,-19.214185950839184,28.78787878787879,0.659678881744774,66,-3.08833107620645,1.4778567305727486,-0.905639790520432,00:00:00,01:00:00,0.5,1.5,1.5,0.01,False,True,False,18:00:00
-22.00308007622731,-77.96964505983397,-29.36064093359266,30.434782608695656,0.7309876810529229,69,-2.012310492388544,2.847095759122256,-1.7040018962040568,00:00:00,01:00:00,0.5,1.5,1.5,0.02,False,True,False,23:59:00
-25.21638799038093,-82.94716113263938,-31.624209098856028,29.411764705882355,0.6903421098827529,68,-2.552363195544863,2.8108333493957565,-1.6965219787145018,00:00:00,01:00:00,0.5,1.5,1.5,0.02,False,True,False,20:00:00
-27.715250735156573,-86.1341448856806,-35.23077806899667,28.78787878787879,0.6415882542397573,66,-3.088331076206462,2.611195458756167,-1.6452758393941236,00:00:00,01:00:00,0.5,1.5,1.5,0.02,False,True,False,18:00:00
-32.44217308124669,-90.8134879238238,-41.312334439929096,30.434782608695656,0.7126910897542317,69,-2.012310492388555,3.832153321280713,-2.3524456839196186,00:00:00,01:00:00,0.5,1.5,1.5,0.03,False,True,False,23:59:00
-36.50425029595098,-93.70192121055912,-44.15552190704836,29.411764705882355,0.6748277830341054,68,-2.5523631955448645,3.787851638801359,-2.3387767306662126,00:00:00,01:00:00,0.5,1.5,1.5,0.03,False,True,False,20:00:00
-39.586505280493064,-95.34785786498509,-48.460372620783396,28.78787878787879,0.6238690908302079,66,-3.088331076206469,3.455795289464232,-2.2392896974534793,00:00:00,01:00:00,0.5,1.5,1.5,0.03,False,True,False,18:00:00
-11.641009475122289,-52.923798456397186,-16.829576086591942,31.746031746031743,0.7082165327438361,63,-2.332942677493666,1.4127523134940485,-0.9278152498837954,00:00:00,01:00:00,0.5,1.5,2.0,0.01,False,True,False,23:59:00
-14.26109462118772,-60.805901751873115,-17.74241961110713,30.158730158730158,0.6494578646141625,63,-3.104037489400043,1.3906249363901673,-0.9246129184682013,00:00:00,01:00:00,0.5,1.5,2.0,0.01,False,True,False,20:00:00
-15.485236921514922,-64.09110255559328,-19.727688516796235,29.508196721311474,0.6048993556436443,61,-3.618865437985141,1.3171060152805463,-0.9114684929433671,00:00:00,01:00:00,0.5,1.5,2.0,0.01,False,True,False,18:00:00
-22.871547359011725,-79.42125002530665,-31.340484618443725,31.746031746031743,0.6897810141854378,63,-2.3329426774936555,2.54277782061991,-1.7145838086374416,00:00:00,01:00:00,0.5,1.5,2.0,0.02,False,True,False,23:59:00
-27.32863584114359,-85.67649955363125,-32.81274879759968,30.158730158730158,0.6353950914993337,63,-3.1040374894000213,2.506603819783987,-1.7035024640236238,00:00:00,01:00:00,0.5,1.5,2.0,0.02,False,True,False,20:00:00
-29.340597844759074,-87.92680756748173,-35.97942138257916,29.508196721311474,0.5884240799256114,61,-3.618865437985146,2.3304346711685024,-1.6578702773440037,00:00:00,01:00:00,0.5,1.5,2.0,0.02,False,True,False,18:00:00
-33.464634921438766,-91.62793940971605,-43.7351524497079,31.746031746031743,0.6718342381533318,63,-2.3329426774936706,3.425507795360592,-2.3715067634569906,00:00:00,01:00:00,0.5,1.5,2.0,0.03,False,True,False,23:59:00
-39.0893993682203,-95.10989798286587,-45.50411533884414,30.158730158730158,0.6219728785811407,63,-3.1040374894000413,3.3849626778387925,-2.3500838692535755,00:00:00,01:00:00,0.5,1.5,2.0,0.03,False,True,False,20:00:00
-41.54280016948504,-96.19261867391327,-49.26816542704876,29.508196721311474,0.5727776540762349,61,-3.618865437985161,3.094249770493235,-2.2613789776363546,00:00:00,01:00:00,0.5,1.5,2.0,0.03,False,True,False,18:00:00
-10.989196583793904,-50.769690714285886,-15.867932288413044,23.809523809523807,0.7368317550697022,63,-1.5579625136531132,2.051207205942199,-0.8699438473526432,00:00:00,01:00:00,0.5,1.5,2.5,0.01,False,True,False,23:59:00
-12.49489647704487,-55.62603682665668,-17.143046001690173,22.58064516129032,0.7001490751378809,62,-1.8772350967430496,2.083961797342476,-0.8681325341633231,00:00:00,01:00:00,0.5,1.5,2.5,0.01,False,True,False,20:00:00
-13.481676862900226,-58.586158276981095,-18.89663588457986,21.666666666666668,0.6646458653199449,60,-2.1356975192973446,2.0553567013465974,-0.8553471059660859,00:00:00,01:00:00,0.5,1.5,2.5,0.01,False,True,False,18:00:00
-22.32287124889527,-78.51379892206309,-29.82561498215442,23.809523809523807,0.7119783890526412,63,-1.5579625136531086,3.678752173848232,-1.6146698720128911,00:00:00,01:00:00,0.5,1.5,2.5,0.02,False,True,False,23:59:00
-24.894666984185744,-82.49565559761464,-31.90523205651315,22.58064516129032,0.677581909555333,62,-1.8772350967430396,3.7369792498803456,-1.6085911767189713,00:00:00,01:00:00,0.5,1.5,2.5,0.02,False,True,False,20:00:00
-26.538619989757905,-84.70199970630922,-34.72781871453264,21.666666666666668,0.6394209170563229,60,-2.1356975192973415,3.6201060447900324,-1.5659574164261352,00:00:00,01:00:00,0.5,1.5,2.5,0.02,False,True,False,18:00:00
-33.41896284816998,-91.59289426204873,-41.956410830133215,23.809523809523807,0.6889531869556417,63,-1.557962513653105,4.934755797399423,-2.2383395793575285,00:00:00,01:00:00,0.5,1.5,2.5,0.03,False,True,False,23:59:00
-36.656530927306974,-93.79331110765851,-44.48035030334745,22.58064516129032,0.6571057759801834,62,-1.8772350967430382,5.017627784816648,-2.227152498223752,00:00:00,01:00:00,0.5,1.5,2.5,0.03,False,True,False,20:00:00
-38.675282327177044,-94.90397610016849,-47.86226447650096,21.666666666666668,0.6163627940675149,60,-2.135697519297343,4.779757202478506,-2.14493885019995,00:00:00,01:00:00,0.5,1.5,2.5,0.03,False,True,False,18:00:00
-8.618050379904963,-42.225286137121664,-13.335114147141056,27.142857142857142,0.8204982492925679,70,-1.2473168339262513,2.073310741409532,-0.941391264052668,00:00:00,01:00:00,0.5,2.0,1.0,0.01,False,True,False,23:59:00
-11.29335246459745,-51.78488989053298,-13.910817040494292,26.08695652173913,0.7639240665971002,69,-1.869288717929247,2.0302468917786554,-0.9379960101296717,00:00:00,01:00:00,0.5,2.0,1.0,0.01,False,True,False,20:00:00
-12.859286468888731,-56.73905344077146,-17.113477226807348,25.37313432835821,0.7211025592677645,67,-2.308517026451965,1.9557820585836443,-0.9221516292962144,00:00:00,01:00:00,0.5,2.0,1.0,0.01,False,True,False,18:00:00
-17.874630685727976,-69.84351076698711,-25.563911508065928,27.142857142857142,0.800905184320194,70,-1.2473168339262397,3.7844661930830954,-1.7603821245942515,00:00:00,01:00:00,0.5,2.0,1.0,0.02,False,True,False,23:59:00
-22.51668348136917,-78.83808688536433,-26.528202312850606,26.08695652173913,0.747514396530338,69,-1.86928871792924,3.703521405036103,-1.7486287994513539,00:00:00,01:00:00,0.5,2.0,1.0,0.02,False,True,False,20:00:00
-25.164028352139,-82.87434973104763,-31.801887792882667,25.37313432835821,0.7026415589383777,67,-2.3085170264519626,3.49771811685491,-1.6925047267734497,00:00:00,01:00:00,0.5,2.0,1.0,0.02,False,True,False,18:00:00
-27.371794429811313,-85.72820496626315,-36.73108063080045,27.142857142857142,0.7814380527656792,70,-1.2473168339262464,5.150740535095277,-2.4556051881690513,00:00:00,01:00:00,0.5,2.0,1.0,0.03,False,True,False,23:59:00
-33.3244649836738,-91.51999467542706,-37.93676106763464,26.08695652173913,0.7314512865136542,69,-1.8692887179292421,5.0425825021224595,-2.433155882781923,00:00:00,01:00:00,0.5,2.0,1.0,0.03,False,True,False,20:00:00
-36.63318643184764,-93.77937348345999,-44.29013341150264,25.37313432835821,0.6844961851717274,67,-2.3085170264519674,4.675113857075336,-2.322202440042567,00:00:00,01:00:00,0.5,2.0,1.0,0.03,False,True,False,18:00:00
-14.910998591988866,-62.579939435229036,-16.394325033477177,27.536231884057973,0.6756513991898235,69,-2.8977019297508537,1.6347968037167013,-0.9194427572521235,00:00:00,01:00:00,0.5,2.0,1.5,0.01,False,True,False,23:59:00
-16.713982397500416,-67.1539887888712,-17.722675266130217,26.47058823529412,0.6353745830435726,68,-3.4832151354914984,1.6180440259078988,-0.9167754972768516,00:00:00,01:00:00,0.5,2.0,1.5,0.01,False,True,False,20:00:00
-18.15150964447487,-70.4571441694556,-19.951364422557354,25.757575757575758,0.5894840687443335,66,-4.081439651729498,1.5332249786762011,-0.9023741690198024,00:00:00,01:00:00,0.5,2.0,1.5,0.01,False,True,False,18:00:00
-28.550514092957858,-87.08127743117939,-30.641921150839345,27.536231884057973,0.6606301741852316,69,-2.897701929750856,2.925132292977969,-1.6825605531907855,00:00:00,01:00:00,0.5,2.0,1.5,0.02,False,True,False,23:59:00
-31.49408159218322,-90.00012051841351,-32.923694080211,26.47058823529412,0.6237102943117353,68,-3.4832151354914855,2.900127009411162,-1.673927355231684,00:00:00,01:00:00,0.5,2.0,1.5,0.02,False,True,False,20:00:00
-33.78317786215099,-91.86898550260013,-36.405583784159504,25.757575757575758,0.5755829970650037,66,-4.081439651729504,2.6950495870262516,-1.6244698130938229,00:00:00,01:00:00,0.5,2.0,1.5,0.02,False,True,False,18:00:00
-40.77305384425408,-95.87701757338905,-42.89949631314005,27.536231884057973,0.6458735760489227,69,-2.8977019297508595,3.9138918687206594,-2.302739986998933,00:00:00,01:00:00,0.5,2.0,1.5,0.03,False,True,False,23:59:00
-44.33421676864931,-97.17337026774102,-46.01307538806673,26.47058823529412,0.6123582432016914,68,-3.483215135491505,3.8908236819254878,-2.287380860866162,00:00:00,01:00:00,0.5,2.0,1.5,0.03,False,True,False,20:00:00
-47.036384057530526,-97.91208022046747,-49.854221409198104,25.757575757575758,0.5621542511049973,66,-4.081439651729523,3.552379606325823,-2.1923844360218268,00:00:00,01:00:00,0.5,2.0,1.5,0.03,False,True,False,18:00:00
-14.705654176902383,-62.0268191864898,-17.356325799423956,26.984126984126984,0.6461372105101185,63,-3.102463777916225,1.5795205590824684,-0.9034239930718333,00:00:00,01:00:00,0.5,2.0,2.0,0.01,False,True,False,23:59:00
-17.23486424604127,-68.38477764141419,-18.263387941065588,25.396825396825395,0.5924341180017156,63,-3.9093859041181416,1.5657777750588489,-0.8997299712124002,00:00:00,01:00:00,0.5,2.0,2.0,0.01,False,True,False,20:00:00
-18.416548374397156,-71.03472644862237,-20.23608338882633,24.59016393442623,0.548482576669644,61,-4.474325709731655,1.49143833420575,-0.8866983345105083,00:00:00,01:00:00,0.5,2.0,2.0,0.01,False,True,False,18:00:00
-28.136862467728964,-86.61922286563757,-32.20533122129379,26.984126984126984,0.6306809323554808,63,-3.1024637779162147,2.8264071096291374,-1.6562126811179199,00:00:00,01:00:00,0.5,2.0,2.0,0.02,False,True,False,23:59:00
-32.289679639828314,-90.68653015890213,-33.659050517533466,25.396825396825395,0.5818913444654432,63,-3.909385904118125,2.8086426891169127,-1.6431481418233813,00:00:00,01:00:00,0.5,2.0,2.0,0.02,False,True,False,20:00:00
-34.164291371617196,-92.1497322510618,-36.78583517128825,24.59016393442623,0.535505794133201,61,-4.4743257097316524,2.625820480410523,-1.598947795169023,00:00:00,01:00:00,0.5,2.0,2.0,0.02,False,True,False,18:00:00
-40.17037584311729,-95.61491695987444,-44.792348405670516,26.984126984126984,0.6158531014317521,63,-3.102463777916233,3.788233805849317,-2.2732684900555573,00:00:00,01:00:00,0.5,2.0,2.0,0.03,False,True,False,23:59:00
-45.228250590247356,-97.4386827246921,-46.528073127566174,25.396825396825395,0.5719732161225708,63,-3.909385904118136,3.777413722126634,-2.2482312796653927,00:00:00,01:00:00,0.5,2.0,2.0,0.03,False,True,False,20:00:00
-47.434386344857636,-98.0057856604992,-50.22139808801258,24.59016393442623,0.5233802008238745,61,-4.474325709731667,3.47253984469283,-2.1635322612010897,00:00:00,01:00:00,0.5,2.0,2.0,0.03,False,True,False,18:00:00
-14.677753102355428,-61.95113972640358,-17.459011210910575,20.967741935483872,0.6580959146285914,62,-2.322401076480175,2.173207175721028,-0.8761111507495671,00:00:00,01:00:00,0.5,2.0,2.5,0.01,False,True,False,23:59:00
-16.12105765770252,-65.70448674678148,-18.71001037894749,19.672131147540984,0.6235152387937997,61,-2.6700911699255365,2.2249074754152054,-0.8738764767894895,00:00:00,01:00:00,0.5,2.0,2.5,0.01,False,True,False,20:00:00
-17.066946431698028,-67.99228970984272,-20.43043692736487,18.64406779661017,0.5874410664378084,59,-2.9649313765435683,2.209232624846814,-0.8618438605211036,00:00:00,01:00:00,0.5,2.0,2.5,0.01,False,True,False,18:00:00
-28.577787686810385,-87.11126768371264,-32.396834835667136,20.967741935483872,0.635411316728431,62,-2.3224010764801784,3.831219322029173,-1.5996660994528495,00:00:00,01:00:00,0.5,2.0,2.5,0.02,False,True,False,23:59:00
-30.9424907079614,-89.4998278869263,-34.40025383991901,19.672131147540984,0.6034385710586555,61,-2.6700911699255387,3.92370744587503,-1.5923873481318724,00:00:00,01:00:00,0.5,2.0,2.5,0.02,False,True,False,20:00:00
-32.45406512484163,-90.82332749076191,-37.11941970057045,18.64406779661017,0.5644887997816769,59,-2.9649313765435688,3.8241279884367376,-1.5524890207842859,00:00:00,01:00:00,0.5,2.0,2.5,0.02,False,True,False,18:00:00
-41.24127008737406,-96.07148664492657,-45.051317359108495,20.967741935483872,0.6146301014701482,62,-2.322401076480179,5.059699408334915,-2.1840278039944483,00:00:00,01:00:00,0.5,2.0,2.5,0.03,False,True,False,23:59:00
-44.098470823102176,-97.09970815589011,-47.440679407561326,19.672131147540984,0.5854629650029957,61,-2.6700911699255387,5.190131661050514,-2.1710214439940474,00:00:00,01:00:00,0.5,2.0,2.5,0.03,False,True,False,20:00:00
-45.88004818115986,-97.61870510824095,-50.6422686145192,18.64406779661017,0.5438199238543683,59,-2.9649313765435608,4.9722159401941335,-2.095300490068653,00:00:00,01:00:00,0.5,2.0,2.5,0.03,False,True,False,18:00:00
-9.318513058464461,-44.86915141507893,-13.432694445890078,24.615384615384617,0.7965378414041505,65,-1.467438777459297,2.2800764058261542,-0.9346884806465908,00:00:00,01:00:00,0.5,2.5,1.0,0.01,False,True,False,23:59:00
-11.077139983517926,-51.06504323195288,-13.991533735696812,24.615384615384617,0.7572146100599486,65,-1.9173707391330472,2.159255813145849,-0.9311272039561534,00:00:00,01:00:00,0.5,2.5,1.0,0.01,False,True,False,20:00:00
-12.646890775904385,-56.09317193688257,-17.191191127265967,23.809523809523807,0.7119985373252926,63,-2.3808909757033296,2.084380093195838,-0.9148456702883743,00:00:00,01:00:00,0.5,2.5,1.0,0.01,False,True,False,18:00:00
-19.080412514080216,-72.44016227089607,-25.638702586234157,24.615384615384617,0.7755717844607065,65,-1.4674387774592905,4.1210921124133115,-1.7350589043406786,00:00:00,01:00:00,0.5,2.5,1.0,0.02,False,True,False,23:59:00
-22.099813181040716,-78.13544645647266,-26.530171136484682,24.615384615384617,0.7381779645906854,65,-1.9173707391330443,3.8942470708948145,-1.7226074758236283,00:00:00,01:00:00,0.5,2.5,1.0,0.02,False,True,False,20:00:00
-24.761401110844872,-82.30572560973869,-31.850389215679225,23.809523809523807,0.6902624674545608,63,-2.380890975703332,3.6787847844252854,-1.6654827682755038,00:00:00,01:00:00,0.5,2.5,1.0,0.02,False,True,False,18:00:00
-28.903564111739467,-87.46501946413244,-36.6054283427711,24.615384615384617,0.7545476972840829,65,-1.4674387774592936,5.55329831460611,-2.403190553988514,00:00:00,01:00:00,0.5,2.5,1.0,0.03,False,True,False,23:59:00
-32.737238715342,-91.05503927358954,-37.66053004957809,24.615384615384617,0.7191762270841524,65,-1.9173707391330468,5.2399062363899525,-2.3790967040322695,00:00:00,01:00:00,0.5,2.5,1.0,0.03,False,True,False,20:00:00
-36.07510080930866,-93.43829894506342,-44.25551165998388,23.809523809523807,0.6685149095662039,63,-2.3808909757033345,4.850241826073571,-2.2672651708419216,00:00:00,01:00:00,0.5,2.5,1.0,0.03,False,True,False,18:00:00
-14.16056429036927,-60.52531039581481,-15.430686864263562,25.0,0.6779794721384153,64,-2.8420746267340453,1.8633462528228342,-0.9161271736569709,00:00:00,01:00:00,0.5,2.5,1.5,0.01,False,True,False,23:59:00
-15.573378341921607,-64.31847429184485,-16.108373622794325,25.0,0.6447419652348866,64,-3.309508077664057,1.7664643679620868,-0.9132668381107288,00:00:00,01:00:00,0.5,2.5,1.5,0.01,False,True,False,20:00:00
-17.030592559831923,-67.90678286522865,-18.955098315837905,24.193548387096776,0.5968227439220516,62,-3.9155727010706114,1.680690867180642,-0.8987437354796082,00:00:00,01:00:00,0.5,2.5,1.5,0.01,False,True,False,18:00:00
-27.273924145099627,-85.6107282001502,-28.973656414337658,25.0,0.659701738331259,64,-2.8420746267340475,3.3045744711942966,-1.6697315767543401,00:00:00,01:00:00,0.5,2.5,1.5,0.02,False,True,False,23:59:00
