,Open,High,Low,Close,Volume,Dividends,Stock Splits,Last_Candle,ATR,Open_Range_High,Open_Range_Low,Hour,Breakout_Above,Open_Range_Width,Strat_Signal,SL,TP,Strat_Ret,Strat_Trade,Strat_Duration,Strat_PnL,Strat_Balance,Strat_Entry_Price,Strat_Bal,Strat_Equity,Strat_In_Market,Strat_Peak,Strat_DD
2025-07-22 05:00:00-04:00,118316.671875,118657.65625,117948.8359375,118453.53125,0,0.0,0.0,False,685.4009446387187,117346.7734375,116747.53125,5,1106.7578125,599.2421875,False,116747.53125,120670.3828125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 06:00:00-04:00,118468.984375,118922.2734375,118392.15625,118922.2734375,0,0.0,0.0,False,669.9162210199898,117346.7734375,116747.53125,6,1575.5,599.2421875,False,116747.53125,121051.1640625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 07:00:00-04:00,118974.1015625,119224.9296875,118862.609375,119199.2890625,0,0.0,0.0,False,640.0869777463786,117346.7734375,116747.53125,7,1852.515625,599.2421875,False,116747.53125,122313.95703125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 08:00:00-04:00,119206.25,119459.125,119135.2734375,119357.4140625,1701707776,0.0,0.0,False,610.1838455290284,117346.7734375,116747.53125,8,2010.640625,599.2421875,False,116747.53125,122894.328125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 09:00:00-04:00,119320.921875,119514.0,118292.703125,118292.703125,617938944,0.0,0.0,False,666.6640698445162,117346.7734375,116747.53125,9,945.9296875,599.2421875,False,116747.53125,123181.0078125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 10:00:00-04:00,118156.3125,119043.40625,117755.4140625,119043.40625,874684416,0.0,0.0,False,722.9076522381358,117346.7734375,116747.53125,10,1696.6328125,599.2421875,False,116747.53125,120269.484375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 11:00:00-04:00,119114.0703125,119201.5625,118779.609375,118934.0390625,1706762240,0.0,0.0,False,696.1751852009141,117346.7734375,116747.53125,11,1587.265625,599.2421875,False,116747.53125,122663.87890625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 12:00:00-04:00,118956.328125,119389.1484375,118711.71875,118715.75,0,0.0,0.0,False,694.5385772033076,117346.7734375,116747.53125,12,1368.9765625,599.2421875,False,116747.53125,122269.5234375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 13:00:00-04:00,118728.0625,119242.125,118489.3515625,119222.640625,758259712,0.0,0.0,False,699.5434046744242,117346.7734375,116747.53125,13,1875.8671875,599.2421875,False,116747.53125,121698.859375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 14:00:00-04:00,119237.1171875,120200.484375,119155.875,119942.9296875,0,0.0,0.0,False,728.7748542873909,117346.7734375,116747.53125,14,2596.15625,599.2421875,False,116747.53125,122971.49609375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 15:00:00-04:00,119809.140625,119866.6484375,119224.71875,119278.296875,0,0.0,0.0,False,727.8916890272594,117346.7734375,116747.53125,15,1931.5234375,599.2421875,False,116747.53125,124401.5546875,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 16:00:00-04:00,119295.7421875,119901.3203125,119278.8671875,119822.1015625,2167824384,0.0,0.0,False,719.2299304883378,117346.7734375,116747.53125,16,2475.328125,599.2421875,False,116747.53125,123118.05859375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 17:00:00-04:00,119787.3046875,119808.03125,119503.90625,119520.0546875,0,0.0,0.0,False,686.471688272655,117346.7734375,116747.53125,17,2173.28125,599.2421875,False,116747.53125,124346.96484375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 18:00:00-04:00,119446.8125,120023.4296875,119446.8125,119877.09375,817119232,0.0,0.0,False,677.5893921330114,117346.7734375,116747.53125,18,2530.3203125,599.2421875,False,116747.53125,123495.734375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 19:00:00-04:00,119882.9453125,120265.5234375,119882.9453125,119955.8203125,737886208,0.0,0.0,False,654.4276909614731,117346.7734375,116747.53125,19,2609.046875,599.2421875,False,116747.53125,124586.06640625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 20:00:00-04:00,119999.453125,120104.9765625,119590.40625,119590.40625,0,0.0,0.0,False,643.3214182652545,117346.7734375,116747.53125,20,2243.6328125,599.2421875,False,116747.53125,124877.3359375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 21:00:00-04:00,119594.78125,119705.96875,119485.2421875,119565.015625,0,0.0,0.0,False,610.0283352289314,117346.7734375,116747.53125,21,2218.2421875,599.2421875,False,116747.53125,123865.65625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 22:00:00-04:00,119549.1171875,119565.6484375,119064.84375,119104.0390625,0,0.0,0.0,False,601.4862402498601,117346.7734375,116747.53125,22,1757.265625,599.2421875,False,116747.53125,123751.49609375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-22 23:00:00-04:00,119123.921875,119123.921875,118612.359375,118624.828125,0,0.0,0.0,True,594.50089271993,117346.7734375,116747.53125,23,1278.0546875,599.2421875,False,116747.53125,122688.5078125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 00:00:00-04:00,118675.7109375,118999.5703125,118645.4296875,118999.5703125,1000898560,0.0,0.0,False,577.535930755504,118999.5703125,118645.4296875,0,0.0,354.140625,False,118645.4296875,118721.1328125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 01:00:00-04:00,119010.609375,119010.609375,118675.6171875,118675.6171875,0,0.0,0.0,False,558.9194155212854,118999.5703125,118645.4296875,1,-323.953125,354.140625,False,118645.4296875,119558.37890625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 02:00:00-04:00,118681.6484375,118732.0234375,118443.4453125,118463.3671875,0,0.0,0.0,False,538.2792359168635,118999.5703125,118645.4296875,2,-536.203125,354.140625,False,118645.4296875,118735.9765625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 03:00:00-04:00,118447.875,118639.28125,118349.90625,118406.828125,0,0.0,0.0,False,519.3687854583912,118999.5703125,118645.4296875,3,-592.7421875,354.140625,False,118645.4296875,118151.54296875,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 04:00:00-04:00,118401.2578125,118579.4375,118313.1953125,118465.625,0,0.0,0.0,False,500.22457589566426,118999.5703125,118645.4296875,4,-533.9453125,354.140625,False,118645.4296875,118035.0,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 05:00:00-04:00,118463.921875,118489.234375,117984.546875,118147.5390625,0,0.0,0.0,False,500.56069864360313,118999.5703125,118645.4296875,5,-852.03125,354.140625,False,118645.4296875,118191.66015625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 06:00:00-04:00,118105.0625,118437.578125,117915.578125,118430.0703125,0,0.0,0.0,False,502.16913796093627,118999.5703125,118645.4296875,6,-569.5,354.140625,False,118645.4296875,117294.51171875,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 07:00:00-04:00,118426.3828125,118683.1484375,118258.6015625,118597.546875,0,0.0,0.0,False,496.3665445850062,118999.5703125,118645.4296875,7,-402.0234375,354.140625,False,118645.4296875,118097.8125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 08:00:00-04:00,118593.6015625,118709.4921875,117893.2421875,118019.0625,0,0.0,0.0,False,520.1999276361588,118999.5703125,118645.4296875,8,-980.5078125,354.140625,False,118645.4296875,118515.859375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 09:00:00-04:00,118034.59375,118257.953125,117404.15625,117521.953125,0,0.0,0.0,False,544.9787878844045,118999.5703125,118645.4296875,9,-1477.6171875,354.140625,False,118645.4296875,117118.33984375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 10:00:00-04:00,117478.5625,118104.2265625,117478.5625,118052.3125,141737984,0.0,0.0,False,550.9548881910082,118999.5703125,118645.4296875,10,-947.2578125,354.140625,False,118645.4296875,115728.26171875,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 11:00:00-04:00,118225.6953125,118646.921875,117925.2578125,118567.0859375,0,0.0,0.0,False,563.5655011921418,118999.5703125,118645.4296875,11,-432.484375,354.140625,False,118645.4296875,117596.09375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 12:00:00-04:00,118642.1875,118642.1875,117635.609375,117795.7109375,315097088,0.0,0.0,False,596.211924180342,118999.5703125,118645.4296875,12,-1203.859375,354.140625,False,118645.4296875,118637.32421875,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 13:00:00-04:00,117785.171875,118118.5859375,117438.5625,118118.5859375,839766016,0.0,0.0,False,602.3742032490001,118999.5703125,118645.4296875,13,-880.984375,354.140625,False,118645.4296875,116494.78515625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 14:00:00-04:00,118225.8984375,118424.109375,118109.0703125,118396.328125,0,0.0,0.0,False,581.2919651368853,118999.5703125,118645.4296875,14,-603.2421875,354.140625,False,118645.4296875,117596.6015625,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 15:00:00-04:00,118410.0546875,118491.515625,118315.0390625,118449.7890625,0,0.0,0.0,False,551.647612341487,118999.5703125,118645.4296875,15,-549.78125,354.140625,False,118645.4296875,118056.9921875,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 16:00:00-04:00,118432.203125,118523.2890625,117687.1875,118016.7265625,0,0.0,0.0,False,572.4405363372599,118999.5703125,118645.4296875,16,-982.84375,354.140625,False,118645.4296875,118112.36328125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 17:00:00-04:00,118009.640625,118213.71875,117495.484375,118157.109375,742764544,0.0,0.0,False,583.0799694147454,118999.5703125,118645.4296875,17,-842.4609375,354.140625,False,118645.4296875,117055.95703125,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 18:00:00-04:00,118163.4765625,118664.4765625,118061.1796875,118618.5234375,735248384,0.0,0.0,False,584.5530365245232,118999.5703125,118645.4296875,18,-381.046875,354.140625,False,118645.4296875,117440.546875,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 19:00:00-04:00,118620.6953125,118752.03125,118523.15625,118695.25,0,0.0,0.0,False,558.6743445435932,118999.5703125,118645.4296875,19,-304.3203125,354.140625,False,118645.4296875,118583.59375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 20:00:00-04:00,118779.09375,119177.6328125,118664.9375,119081.65625,0,0.0,0.0,False,555.3334113670185,118999.5703125,118645.4296875,20,82.0859375,354.140625,False,118645.4296875,118979.58984375,1.0,,,,,,100.0,100.0,,100.0,0.0
2025-07-23 21:00:00-04:00,119097.4375,119168.1953125,118924.265625,119168.1953125,0,0.0,0.0,False,532.7340388579527,118999.5703125,118645.4296875,21,168.625,354.140625,True,118645.4296875,119775.44921875,1.0,,,,,119097.4375,100.0,100.31308225452409,,100.0,0.0
2025-07-23 22:00:00-04:00,119153.7734375,119153.7734375,118892.3359375,119012.265625,831299584,0.0,0.0,False,514.1132834213745,118999.5703125,118645.4296875,22,12.6953125,354.140625,False,118645.4296875,119916.2890625,1.0,,,,,,100.0,100.24926975128334,,100.0,0.0
2025-07-23 23:00:00-04:00,118988.84375,119284.8671875,118572.4921875,118572.4921875,0,0.0,0.0,True,528.4699729759584,118999.5703125,118645.4296875,23,-427.078125,354.140625,False,118645.4296875,119503.96484375,1.0,True,1.0,-2.0,98.0,,98.0,100.82932056622361,True,100.0,-2.0
2025-07-24 00:00:00-04:00,118561.3203125,118622.2734375,117929.34375,118049.8671875,2766729216,0.0,0.0,False,540.3672544594509,118622.2734375,117929.34375,0,-572.40625,692.9296875,False,117929.34375,119509.28515625,1.0,,,,,,98.0,100.82932056622361,,100.0,-2.0
2025-07-24 01:00:00-04:00,118026.96875,118026.96875,117632.6875,117632.6875,380637184,0.0,0.0,False,531.4637960711337,118622.2734375,117929.34375,1,-989.5859375,692.9296875,False,117929.34375,118173.40625,1.0,,,,,,98.0,100.82932056622361,,100.0,-2.0
2025-07-24 02:00:00-04:00,117727.28125,117898.390625,117498.1328125,117535.9140625,1790353408,0.0,0.0,False,521.9888274166649,118622.2734375,117929.34375,2,-1086.359375,692.9296875,False,117929.34375,117424.1875,1.0,,,,,,98.0,100.82932056622361,,100.0,-2.0
2025-07-24 03:00:00-04:00,117586.890625,118509.7734375,117435.21875,118509.7734375,1916911616,0.0,0.0,False,561.8607354039273,118622.2734375,117929.34375,3,-112.5,692.9296875,False,117929.34375,117073.2109375,1.0,,,,,,98.0,100.82932056622361,,100.0,-2.0
2025-07-24 04:00:00-04:00,118478.9140625,118856.7578125,118366.828125,118825.03125,1796341760,0.0,0.0,False,556.6741349352884,118622.2734375,117929.34375,4,202.7578125,692.9296875,False,117929.34375,119303.26953125,1.0,,,,,,98.0,100.82932056622361,,100.0,-2.0
2025-07-24 05:00:00-04:00,118828.953125,118877.3046875,118412.8046875,118539.0859375,290537472,0.0,0.0,False,550.0323970194055,118622.2734375,117929.34375,5,-83.1875,692.9296875,True,117929.34375,120178.3671875,1.0,,,,,118828.953125,98.0,98.10534468085106,,100.0,-2.0
2025-07-24 06:00:00-04:00,118556.25,118690.7734375,118047.296875,118472.0546875,0,0.0,0.0,False,556.7614239953442,118622.2734375,117929.34375,6,-150.21875,692.9296875,False,117929.34375,119496.609375,1.0,,,,,,98.0,97.69894468085107,,100.0,-2.0
2025-07-24 07:00:00-04:00,118455.0859375,118786.2421875,118412.84375,118711.390625,1561567232,0.0,0.0,False,543.564923074437,118622.2734375,117929.34375,7,89.1171875,692.9296875,False,117929.34375,119243.69921875,1.0,,,,,,98.0,97.90694468085107,,100.0,-2.0
2025-07-24 08:00:00-04:00,118681.2734375,118771.921875,118400.4765625,118609.5234375,111124480,0.0,0.0,False,531.1842939815317,118622.2734375,117929.34375,8,-12.75,692.9296875,True,117929.34375,119809.16796875,1.0,,,,,,98.0,97.87574468085107,,100.0,-2.0
2025-07-24 09:00:00-04:00,118597.8203125,118788.3046875,118331.4296875,118331.4296875,0,0.0,0.0,False,525.8418790579072,118622.2734375,117929.34375,9,-290.84375,692.9296875,False,117929.34375,119600.53515625,1.0,,,,,,98.0,97.91143829787234,,100.0,-2.0
2025-07-24 10:00:00-04:00,118298.3359375,119072.3203125,117969.96875,119072.3203125,0,0.0,0.0,False,567.2703465665527,118622.2734375,117929.34375,10,450.046875,692.9296875,False,117929.34375,118851.82421875,1.0,,,,,,98.0,98.53022978723405,,100.0,-2.0
2025-07-24 11:00:00-04:00,119150.9921875,119506.0859375,118747.734375,119151.9921875,1522647040,0.0,0.0,False,580.9956694226111,118622.2734375,117929.34375,11,529.71875,692.9296875,True,117929.34375,120983.46484375,1.0,,,,,,98.0,99.47528510638298,,100.0,-2.0
2025-07-24 12:00:00-04:00,119171.2109375,119218.703125,118490.8828125,118580.53125,806240256,0.0,0.0,False,591.5378224539248,118622.2734375,117929.34375,12,-41.7421875,692.9296875,False,117929.34375,121034.01171875,1.0,,,,,,98.0,98.8491574468085,,100.0,-2.0
2025-07-24 13:00:00-04:00,118607.703125,119355.3125,118569.0703125,119200.40625,0,0.0,0.0,False,605.5125820713886,118622.2734375,117929.34375,13,578.1328125,692.9296875,False,117929.34375,119625.2421875,1.0,,,,,,98.0,99.1467914893617,,100.0,-2.0
2025-07-24 14:00:00-04:00,119200.09375,119472.6484375,119073.21875,119116.5859375,0,0.0,0.0,False,590.7262483471403,118622.2734375,117929.34375,14,494.3125,692.9296875,True,117929.34375,121106.21875,1.0,,,,,,98.0,99.4024340425532,,100.0,-2.0
2025-07-24 15:00:00-04:00,119114.8125,119405.0546875,119046.4453125,119071.09375,0,0.0,0.0,False,574.0773332725424,118622.2734375,117929.34375,15,448.8203125,692.9296875,False,117929.34375,120893.015625,1.0,,,,,,98.0,99.2551659574468,,100.0,-2.0
2025-07-24 16:00:00-04:00,119021.375,119021.375,118789.6328125,118789.6328125,0,0.0,0.0,False,553.0952530608723,118622.2734375,117929.34375,16,167.359375,692.9296875,False,117929.34375,120659.421875,1.0,,,,,,98.0,98.41923404255319,,100.0,-2.0
2025-07-24 17:00:00-04:00,118781.1328125,118845.8515625,118561.359375,118635.28125,0,0.0,0.0,False,533.8403744775503,118622.2734375,117929.34375,17,13.0078125,692.9296875,False,117929.34375,120058.81640625,1.0,,,,,,98.0,98.03681702127659,,100.0,-2.0
2025-07-24 18:00:00-04:00,118630.0625,118699.609375,118272.1640625,118413.078125,308617216,0.0,0.0,False,526.2153747857042,118622.2734375,117929.34375,18,-209.1953125,692.9296875,False,117929.34375,119681.140625,1.0,,,,,,98.0,97.71819574468086,,100.0,-2.0
2025-07-24 19:00:00-04:00,118394.9609375,118505.34375,118284.8515625,118348.0703125,88563712,0.0,0.0,False,504.31037448750936,118622.2734375,117929.34375,19,-274.203125,692.9296875,False,117929.34375,119093.38671875,1.0,,,,,,98.0,97.29494468085106,,100.0,-2.0
2025-07-24 20:00:00-04:00,118378.0546875,118486.9765625,117739.9765625,117779.953125,33644544,0.0,0.0,False,521.6951879697144,118622.2734375,117929.34375,20,-842.3203125,692.9296875,False,117929.34375,119051.12109375,0.9800000000000001,True,1.0,-1.9599999999999997,96.04,,96.04,97.25492765957446,True,100.0,-3.9599999999999937
2025-07-24 21:00:00-04:00,117754.4453125,117824.5234375,117295.9921875,117503.8828125,2409562112,0.0,0.0,False,522.1847814644728,118622.2734375,117929.34375,21,-1118.390625,692.9296875,False,117929.34375,117492.09765625,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-24 22:00:00-04:00,117477.9296875,117477.9296875,116533.9296875,116533.9296875,2865963008,0.0,0.0,False,554.2474921679614,118622.2734375,117929.34375,22,-2088.34375,692.9296875,False,117929.34375,116800.80859375,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-24 23:00:00-04:00,116443.5390625,116443.5390625,115405.2421875,115427.6015625,4909047808,0.0,0.0,True,595.3733210016617,118622.2734375,117929.34375,23,-3194.671875,692.9296875,False,117929.34375,114214.83203125,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 00:00:00-04:00,115443.671875,116128.71875,115168.3515625,116128.71875,3868418048,0.0,0.0,False,621.4999986768362,116128.71875,115168.3515625,0,0.0,960.3671875,False,115168.3515625,115856.65234375,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 01:00:00-04:00,116155.8515625,116155.8515625,115364.421875,115604.828125,1119862784,0.0,0.0,False,633.6619042653044,116128.71875,115168.3515625,1,-523.890625,960.3671875,False,115168.3515625,117637.1015625,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 02:00:00-04:00,115567.1328125,115567.1328125,115254.6796875,115384.5,0,0.0,0.0,False,613.373656296619,116128.71875,115168.3515625,2,-744.21875,960.3671875,False,115168.3515625,116165.3046875,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 03:00:00-04:00,115368.53125,115948.0625,114798.7265625,115151.2421875,2529820672,0.0,0.0,False,651.7221196834737,116128.71875,115168.3515625,3,-977.4765625,960.3671875,False,115168.3515625,115668.80078125,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 04:00:00-04:00,115335.09375,115926.203125,115116.921875,115270.9296875,4435738624,0.0,0.0,False,662.9942055551435,116128.71875,115168.3515625,4,-857.7890625,960.3671875,False,115168.3515625,115585.20703125,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 05:00:00-04:00,115234.5703125,115948.4296875,115076.5859375,115946.40625,1407320064,0.0,0.0,False,677.9340134578412,116128.71875,115168.3515625,5,-182.3125,960.3671875,False,115168.3515625,115333.8984375,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 06:00:00-04:00,116059.6171875,116470.265625,116059.6171875,116291.2265625,839761920,0.0,0.0,False,666.9136243885607,116128.71875,115168.3515625,6,162.5078125,960.3671875,False,115168.3515625,117396.515625,1.0,,,,,,96.04,97.25492765957446,,100.0,-3.9599999999999937
2025-07-25 07:00:00-04:00,116341.0546875,116774.2734375,116341.0546875,116600.1484375,732741632,0.0,0.0,False,653.7636009605092,116128.71875,115168.3515625,7,471.4296875,960.3671875,True,115168.3515625,118100.109375,1.0,,,,,116341.0546875,96.04,96.74957990753202,,100.0,-3.9599999999999937
2025-07-25 08:00:00-04:00,116586.6640625,116593.359375,116001.1875,116073.4140625,1213054976,0.0,0.0,False,649.8445077914496,116128.71875,115168.3515625,8,-55.3046875,960.3671875,False,115168.3515625,118714.1328125,1.0,,,,,,96.04,96.45325620561471,,100.0,-3.9599999999999937
2025-07-25 09:00:00-04:00,116097.7734375,116544.09375,115678.421875,116148.7265625,238403584,0.0,0.0,False,665.2776318255599,116128.71875,115168.3515625,9,20.0078125,960.3671875,False,115168.3515625,117491.90625,1.0,,,,,,96.04,96.37256279695683,,100.0,-3.9599999999999937
2025-07-25 10:00:00-04:00,116194.7265625,116237.15625,114983.9765625,114983.9765625,3298353152,0.0,0.0,False,707.3133372684425,116128.71875,115168.3515625,10,-1144.7421875,960.3671875,True,115168.3515625,117734.2890625,0.98,True,1.0,-1.9207999999999998,94.1192,,94.1192,95.86982213102742,True,100.0,-5.880799999999994
2025-07-25 11:00:00-04:00,114972.328125,115859.7265625,114972.328125,115787.0546875,0,0.0,0.0,False,720.1887037651214,116128.71875,115168.3515625,11,-341.6640625,960.3671875,False,115168.3515625,114678.29296875,1.0,,,,,,94.1192,95.86982213102742,,100.0,-5.880799999999994
2025-07-25 12:00:00-04:00,115777.9765625,116182.703125,115576.0390625,116182.703125,146776064,0.0,0.0,False,712.0726919938444,116128.71875,115168.3515625,12,53.984375,960.3671875,False,115168.3515625,116692.4140625,1.0,,,,,,94.1192,95.86982213102742,,100.0,-5.880799999999994
2025-07-25 13:00:00-04:00,116198.421875,116370.5078125,115950.375,116189.2109375,2845523968,0.0,0.0,False,691.202869264765,116128.71875,115168.3515625,13,60.4921875,960.3671875,True,115168.3515625,117743.52734375,1.0,,,,,116198.421875,94.1192,94.43367544060251,,100.0,-5.880799999999994
2025-07-25 14:00:00-04:00,116139.234375,116584.578125,116121.21875,116562.609375,411222016,0.0,0.0,False,674.916033469614,116128.71875,115168.3515625,14,433.890625,960.3671875,False,115168.3515625,117595.55859375,1.0,,,,,,94.1192,94.82487449394384,,100.0,-5.880799999999994
2025-07-25 15:00:00-04:00,116473.1171875,117031.734375,116473.1171875,116763.9375,810614784,0.0,0.0,False,666.6031432510136,116128.71875,115168.3515625,15,635.21875,960.3671875,False,115168.3515625,118430.265625,1.0,,,,,,94.1192,95.64202237238054,,100.0,-5.880799999999994
2025-07-25 16:00:00-04:00,116765.3515625,117337.3203125,116649.0546875,117080.90625,901677056,0.0,0.0,False,668.1514716519332,116128.71875,115168.3515625,16,952.1875,960.3671875,False,115168.3515625,119160.8515625,1.0,,,,,,94.1192,96.20046005609447,,100.0,-5.880799999999994
2025-07-25 17:00:00-04:00,117096.3828125,117406.9921875,117061.359375,117195.21875,0,0.0,0.0,False,645.1004859051463,116128.71875,115168.3515625,17,1066.5,960.3671875,False,115168.3515625,119988.4296875,1.0,,,,,,94.1192,96.32778070708159,,100.0,-5.880799999999994
2025-07-25 18:00:00-04:00,117224.3671875,117369.5625,117139.6484375,117303.2734375,641720320,0.0,0.0,False,615.4276516150192,116128.71875,115168.3515625,18,1174.5546875,960.3671875,False,115168.3515625,120308.390625,1.0,,,,,,94.1192,96.25938047845642,,100.0,-5.880799999999994
2025-07-25 19:00:00-04:00,117285.3046875,117630.6015625,117194.71875,117617.0078125,0,0.0,0.0,False,602.5963301331343,116128.71875,115168.3515625,19,1488.2890625,960.3671875,False,115168.3515625,120460.734375,1.0,,,,,,94.1192,96.73641175356659,,100.0,-5.880799999999994
