Datetime,Open,High,Low,Close,Volume,hour,day_of_week,day_of_month,month,quarter,is_weekend,hour_of_day,minute_of_hour,asian_session,european_session,american_session,high_volatility_period,price_change,log_return,gap,gap_pct,daily_range,daily_range_pct,body_size,upper_shadow,lower_shadow,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,momentum_50,roc_50,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,bb_middle,bb_std,bb_upper,bb_lower,bb_width,volume_sma_5,volume_sma_10,volume_sma_20,volume_sma_50,volume_ratio,volume_price_trend,obv,vwap,volatility_5,price_volatility_5,volatility_10,price_volatility_10,volatility_20,price_volatility_20,volatility_50,price_volatility_50,true_range,atr_5,atr_10,atr_14,atr_20,parkinson_vol,garman_klass_vol,trend_strength,trend_direction,regime_volatility,market_regime,regime_sideways,regime_sideways_low_vol,regime_sideways_medium_vol,regime_trending_high_vol,regime_trending_medium_vol,regime_volatile_sideways,date,in_opening_range,orb_high,orb_low,orb_open,orb_close,orb_volume,orb_range,orb_breakout_up,orb_breakout_down,orb_position,orb_range_pct
2025-07-24 22:15:00+00:00,118536.296875,118614.2265625,118479.1484375,118479.1484375,20004864,22,3,24,7,3,False,22,15,0,0,1,0,-0.0007612892896006196,-0.000761579217447165,-33.1171875,-0.0002793063266935211,135.078125,0.0011401004040070078,57.1484375,77.9296875,0.0,-0.001821758941892293,-0.0018217589418922874,-0.00497136033488399,-0.004971360334883965,-0.00565860680894914,-0.0056586068089491265,-0.000505634909582553,-0.0005056349095825,118600.846875,118598.63017929606,118728.05703125,118712.50315284022,118970.98359375,118819.00264690635,118798.69796875,118804.8328661399,118970.98359375,288.0799503993579,119547.14349454871,118394.8236929513,0.009685721398523894,275449446.4,461399654.4,471916134.4,631062528.0,0.042390718481016616,False,-2943803392,118653.9582380055,0.0009809074368917281,83.19634758193406,0.0013457377881994736,165.27317622334934,0.004584473904929162,288.0799503993579,0.011770756243255312,338.56288065221133,135.078125,111.51875,123.92265625,148.09988839285714,166.239453125,1.2697723223625112e-05,1.0636606621178155e-05,0.00565860680894914,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-24,False,119177.6328125,118664.9375,118779.09375,119081.65625,3345547264,512.6953125,False,True,-0.36237714285714284,0.00430540965456214
2025-07-24 22:30:00+00:00,118502.6875,118518.265625,118447.984375,118459.1796875,4177920,22,3,24,7,3,False,22,30,0,0,1,0,-0.0001685423153638954,-0.00016855652021603105,23.5390625,0.00019867683732059657,70.28125,0.0005932950927518215,43.5078125,15.578125,11.1953125,-0.0020537082485108105,-0.0020537082485108083,-0.004280416604801274,-0.004280416604801288,-0.00671718860698256,-0.006717188606982561,0.00016477271490478174,0.00016477271490487937,118552.090625,118552.14668203071,118677.13359375,118666.44434041987,118930.92890625,118784.7299955018,118799.08828125,118790.91257665885,118930.92890625,301.13628349978916,119533.20147324959,118328.65633925042,0.010128106667262982,276285030.4,358592512.0,472125030.4,631146086.4,0.008849181320592826,False,-2947981312,118653.946265382,0.0008759081480384812,79.75427839227456,0.0013156175263650117,161.39274513958782,0.004416457253445071,301.13628349978916,0.01174163272010039,338.15152031554743,70.28125,107.7796875,113.484375,132.78738839285714,161.226171875,1.2212307767762626e-05,1.0454932141804193e-05,0.00671718860698256,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-24,False,119177.6328125,118664.9375,118779.09375,119081.65625,3345547264,512.6953125,False,True,-0.4013257142857143,0.00430540965456214
2025-07-24 22:45:00+00:00,118494.84375,118498.7109375,118272.1640625,118413.078125,1258897408,22,3,24,7,3,False,22,45,0,0,1,0,-0.0003891767832735482,-0.0003892525322116573,35.6640625,0.00030106626260694363,226.546875,0.0019131913348359299,81.765625,3.8671875,140.9140625,-0.0017227785413861385,-0.001722778541386104,-0.004698189306572842,-0.004698189306572842,-0.0066050792087799515,-0.006605079208779962,0.0016792823219220487,0.001679282321922056,118511.2203125,118505.7904963538,118621.23828125,118620.37775535592,118891.5625,118749.33102993056,118803.05859375,118775.71233207048,118891.5625,315.188771973669,119521.94004394734,118261.18495605266,0.010604243576113137,528064512.0,410082508.8,494897971.2,654478213.12,2.543751401824296,False,-4206878720,118649.56613000549,0.0007877077036533358,89.64701547754056,0.0012159652334109779,143.73832975762315,0.004413456594557986,315.188771973669,0.011587527340062012,332.26253962328883,226.546875,124.76875,123.34609375,133.80022321428572,164.808203125,1.2777813938108996e-05,1.1162873572642547e-05,0.0066050792087799515,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-24,False,119177.6328125,118664.9375,118779.09375,119081.65625,3345547264,512.6953125,False,True,-0.4912457142857143,0.00430540965456214
2025-07-24 23:00:00+00:00,118394.9609375,118505.34375,118307.09375,118498.4375,86188032,23,3,24,7,3,False,23,0,0,0,1,0,0.0007208610429829676,0.0007206013474567533,-18.1171875,-0.00015299988638818268,198.25,0.0016730178404251112,103.4765625,6.90625,87.8671875,-0.001153482746094947,-0.0011534827460949776,-0.002965375728197217,-0.002965375728197205,-0.007637912866476415,-0.00763791286647647,0.0026527548525319133,0.0026527548525318175,118483.8515625,118503.3394975692,118585.99453125,118598.20679966256,118845.96015625,118725.43424017835,118809.32890625,118764.56889345468,118845.96015625,301.8548933152404,119449.66994288049,118242.25036961952,0.010159534002447696,403513344.0,418701312.0,487575142.4,633891880.96,0.17676871625521162,False,-4120690688,118649.37821079057,0.0012851132163842842,57.387697364808595,0.0015447479824055967,122.86946872838436,0.003997353660017069,301.8548933152404,0.011603909072322857,323.193773093589,198.25,152.0703125,131.05546875,135.22823660714286,156.034765625,1.077040052811885e-05,9.099505197702208e-06,0.007637912866476415,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-24,False,119177.6328125,118664.9375,118779.09375,119081.65625,3345547264,512.6953125,False,True,-0.3247542857142857,0.00430540965456214
2025-07-24 23:15:00+00:00,118456.15625,118497.8125,118308.1953125,118308.1953125,44941312,23,3,24,7,3,False,23,15,0,0,1,0,-0.0016054404725800442,-0.001606730573106832,-42.28125,-0.000356808502221812,189.6171875,0.0016027392438803076,147.9609375,41.65625,0.0,-0.00220308712888051,-0.002203087128880531,-0.004052857884996652,-0.004052857884996671,-0.00841398938851734,-0.00841398938851739,-0.0013831057073520059,-0.0013831057073520042,118431.6078125,118438.29143587947,118537.85078125,118545.47743802148,118795.765625,118685.6939376574,118806.05171875,118746.24546624355,118795.765625,303.72590826080267,119403.2174415216,118188.3138084784,0.010226826071210811,282841907.2,354420326.4,447296716.8,631776706.56,0.10047315419955258,False,-4165632000,118649.15714120948,0.0018999735822792774,75.92845468406482,0.002026562697386124,128.40811968850414,0.004161405312054288,303.72590826080267,0.011462141124420115,327.48580014746,190.2421875,164.0796875,139.67734375,137.46763392857142,158.5265625,1.1256845139088758e-05,9.383429975102054e-06,0.00841398938851734,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-24,False,119177.6328125,118664.9375,118779.09375,119081.65625,3345547264,512.6953125,False,True,-0.6958171428571429,0.00430540965456214
2025-07-24 23:30:00+00:00,118295.3984375,118447.4375,118284.8515625,118447.4375,53329920,23,3,24,7,3,False,23,30,0,0,1,0,0.0011769445652705102,0.0011762525089703605,-12.796875,-0.00010816558367912092,162.5859375,0.0013726420843844765,152.0390625,0.0,10.546875,-0.0002676499444687064,-0.000267649944468736,-0.002088921292681345,-0.0020889212926813905,-0.005655483022008023,-0.005655483022008061,-0.0013447779983358776,-0.00134477799833589,118425.265625,118441.34012391965,118513.05625,118527.65199465115,118762.08125,118663.00116317517,118802.86171875,118734.25950748754,118762.08125,303.09978702617656,119368.28082405236,118155.88167594765,0.010208638442033974,289506918.4,282478182.4,443726643.2,631575838.72,0.12018642742613658,False,-4112302080,118649.00215919272,0.0024109171236055956,72.19742410981837,0.002508162593064803,118.13755615807806,0.004258823777957775,303.09978702617656,0.011466187077645115,330.2302658719201,162.5859375,169.58125,140.55,136.60491071428572,150.780078125,9.766813174417425e-06,8.045374386890879e-06,0.005655483022008023,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-24,False,119177.6328125,118664.9375,118779.09375,119081.65625,3345547264,512.6953125,False,True,-0.42422857142857145,0.00430540965456214
2025-07-24 23:45:00+00:00,118413.203125,118433.796875,118347.734375,118348.0703125,68247552,23,3,24,7,3,False,23,45,0,0,1,0,-0.0008389137797937263,-0.0008392658648851523,-34.234375,-0.0002890258812057458,86.0625,0.0007271981686963765,65.1328125,20.59375,0.3359375,-0.0009379549587723579,-0.0009379549587723883,-0.002989736921447661,-0.002989736921447634,-0.006451793584843268,-0.006451793584843315,-0.0029604044668480878,-0.00296040446684813,118403.04375,118410.25018677977,118477.5671875,118495.00077957414,118723.65546875,118633.0057334844,118795.83375,118718.7823435008,118723.65546875,304.50311610432755,119332.66170095866,118114.64923654134,0.010259223063915177,302320844.8,289302937.6,405686272.0,622513029.12,0.1682274129305514,False,-4180549632,118648.70656859121,0.0025407152165419925,76.1409321365853,0.002560994371489792,107.58468150049099,0.00428548863122221,304.50311610432755,0.011464256842829049,336.1615530095682,99.703125,175.465625,141.62265625,134.58872767857142,151.050390625,9.738739064836407e-06,7.914968120460213e-06,0.006451793584843268,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-24,False,119177.6328125,118664.9375,118779.09375,119081.65625,3345547264,512.6953125,False,True,-0.6180419047619048,0.00430540965456214
2025-07-25 00:00:00+00:00,118378.0546875,118486.9765625,118169.4375,118203.7734375,0,0,4,25,7,3,False,0,0,1,0,0,1,-0.001219258367449405,-0.001220002267665222,29.984375,0.00025335753190420233,317.5390625,0.0026863699293652255,174.28125,108.921875,34.3359375,-0.0017675808349399968,-0.0017675808349399752,-0.0034873142259934653,-0.003487314225993479,-0.010014243153824709,-0.010014243153824752,-0.004145050710327669,-0.004145050710327657,118361.1828125,118341.42460368651,118436.2015625,118442.05035355614,118663.870703125,118592.12398202391,118785.99375,118698.16027335798,118663.870703125,281.3305022018434,119226.53170752869,118101.2096987213,0.009483274076089544,50541363.2,289302937.6,396503449.6,608745062.4,0.0,False,-4180549632,118648.70656859121,0.0027502766740207193,116.22827163262107,0.0026972837355457788,125.81314299764237,0.0032989481010624916,281.3305022018434,0.01152277155777539,346.2011614084775,317.5390625,193.6640625,159.21640625,148.61607142857142,152.69453125,1.0169318046229114e-05,9.59319166746861e-06,0.010014243153824709,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,True,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,False,0.6208793507362784,0.006342335687697278
2025-07-25 00:15:00+00:00,118232.7421875,118232.7421875,118057.4453125,118057.4453125,250773504,0,4,25,7,3,False,0,15,1,0,0,1,-0.0012379310807482113,-0.0012386979503817212,28.96875,0.00024507466350316785,175.296875,0.0014848438786387956,175.296875,0.0,0.0,-0.003721502129511167,-0.0037215021295112015,-0.004870692187110226,-0.004870692187110232,-0.009566559983399392,-0.009566559983399435,-0.005508698946723345,-0.005508698946723336,118272.984375,118246.76483995766,118378.41796875,118372.12216407187,118606.855078125,118541.19940312656,118772.91484375,118672.52584721423,118606.855078125,282.9813883473416,119172.81785481967,118040.89230143031,0.009543508700603963,83458457.6,243485900.8,409042124.8,593287249.92,0.6130750081611154,False,-4431323136,118646.58023300677,0.0024779122475389603,148.79418863412158,0.002768062271746176,153.80169787781077,0.0031554904418085146,282.9813883473416,0.011578068006780212,361.10858997569096,175.296875,189.0734375,170.571875,153.70703125,150.841015625,9.892385278391826e-06,9.399670460325233e-06,0.009566559983399392,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,True,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,False,0.42499163319946454,0.006342335687697278
2025-07-25 00:30:00+00:00,118062.4140625,118062.4140625,117739.9765625,117755.8359375,906018816,0,4,25,7,3,False,0,30,1,0,0,1,-0.0025547679284575464,-0.0025580369168998647,4.96875,4.2087561583664946e-05,322.4375,0.0027381870073185733,306.578125,0.0,15.859375,-0.004668817519707713,-0.004668817519707697,-0.006861618836803474,-0.0068616188368034675,-0.010869267770445612,-0.010869267770445633,-0.007192099400754937,-0.0071920994007549895,118162.5125,118083.12187247176,118297.06015625,118260.07012261302,118542.155859375,118466.39916039398,118755.85390625,118635.87898890923,118542.155859375,321.65578672802155,119185.46743283104,117898.84428591895,0.010853718135836733,255673958.4,269257932.8,414130585.6,610330050.56,2.187761173658167,False,-5337341952,118635.15527588526,0.0030154301598377545,270.98955826015197,0.0034599868049356537,235.19084489237895,0.0037146602665794957,321.65578672802155,0.011812141542993768,388.15525214976515,322.4375,215.5125,189.79609375,165.74832589285714,158.05,1.1392587311346866e-05,1.0067175242326295e-05,0.010869267770445612,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,True,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,False,0.021230756358768407,0.006342335687697278
