Datetime,Open,High,Low,Close,Volume,hour,day_of_week,day_of_month,month,quarter,is_weekend,hour_of_day,minute_of_hour,asian_session,european_session,american_session,high_volatility_period,price_change,log_return,gap,gap_pct,daily_range,daily_range_pct,body_size,upper_shadow,lower_shadow,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,momentum_50,roc_50,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,bb_middle,bb_std,bb_upper,bb_lower,bb_width,volume_sma_5,volume_sma_10,volume_sma_20,volume_sma_50,volume_ratio,volume_price_trend,obv,vwap,volatility_5,price_volatility_5,volatility_10,price_volatility_10,volatility_20,price_volatility_20,volatility_50,price_volatility_50,true_range,atr_5,atr_10,atr_14,atr_20,parkinson_vol,garman_klass_vol,trend_strength,trend_direction,regime_volatility,market_regime,regime_sideways,regime_sideways_low_vol,regime_sideways_medium_vol,regime_trending_high_vol,regime_trending_medium_vol,regime_volatile_sideways,date,in_opening_range,orb_high,orb_low,orb_open,orb_close,orb_volume,orb_range,orb_breakout_up,orb_breakout_down,orb_position,orb_range_pct
2025-07-25 00:45:00+00:00,117821.265625,117846.828125,117744.25,117779.953125,1111547904,0,4,25,7,3,False,0,45,1,0,0,1,0.000204806728328899,0.00020478575829406857,65.4296875,0.0005556385972643208,102.578125,0.0008709302583193739,41.3125,25.5625,35.703125,-0.005635279150720374,-0.0056352791507203355,-0.00590142081303735,-0.0059014208130373155,-0.010843443058571878,-0.010843443058571888,-0.0071024961280785615,-0.007102496128078602,118029.015625,117982.06562331451,118227.140625,118172.77612287876,118477.598828125,118401.02040397737,118739.00359375,118601.68736123703,118477.598828125,339.00876933623266,119155.61636679746,117799.58128945254,0.011445497636326274,467317555.2,378412236.8,419905945.6,610918727.68,2.6471354255575466,True,-4225794048,118621.90635630109,0.0022151140349204296,259.7131611729037,0.0035705029778172895,275.51743901011014,0.0037201126591018033,339.00876933623266,0.011814504504955445,411.6406837197504,102.578125,203.5109375,186.54609375,166.71986607142858,155.234375,1.1110978497368111e-05,9.647396319299062e-06,0.010843443058571878,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,True,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,False,0.053516147925033467,0.006342335687697278
2025-07-25 01:00:00+00:00,117754.4453125,117824.5234375,117647.4765625,117647.75,246833152,1,4,25,7,3,False,1,0,1,0,0,1,-0.0011224586314760865,-0.001123089059963192,-25.5078125,-0.0002165717664442312,177.046875,0.001504889596273622,106.6953125,70.078125,0.2734375,-0.005917462875827173,-0.00591746287582715,-0.006849867520951847,-0.006849867520951805,-0.011100963839075773,-0.01110096383907572,-0.006544547260658784,-0.006544547260658729,117888.9515625,117870.62708220968,118145.99765625,118077.31682765935,118411.565625,118329.27744307261,118723.503125,118563.60831900513,118411.565625,365.9273563943492,119143.4203377887,117679.7109122113,0.012361203213990517,503034675.2,402677760.0,380635136.0,614644940.8,0.6484770549400883,False,-4472627200,118618.56652795686,0.0021865087068676796,231.99223021288387,0.0035723459079817087,316.08688834008865,0.0037524817903893198,365.9273563943492,0.011752866082354377,437.56688677617416,177.046875,218.9796875,197.22265625,169.25167410714286,155.353515625,1.1442520496152675e-05,9.915794406256378e-06,0.011100963839075773,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,False,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,True,-0.12346260040160642,0.006342335687697278
2025-07-25 01:15:00+00:00,117633.03125,117633.03125,117433.4609375,117441.09375,2756239360,1,4,25,7,3,False,1,15,1,0,0,1,-0.0017565678051641997,-0.0017581123794225629,-14.71875,-0.00012510863998674009,199.5703125,0.0016993226657513142,191.9375,0.0,7.6328125,-0.006452244842278798,-0.0064522448422787895,-0.008208420812893191,-0.008208420812893212,-0.012868045404579087,-0.01286804540457907,-0.009851061311410558,-0.009851061311410558,117736.415625,117727.44930480646,118048.79921875,117961.63990429931,118335.01875,118244.68540226293,118700.13453125,118518.83148894104,118335.01875,400.9632635037163,119136.94527700744,117533.09222299256,0.013553494738554547,1054282547.2,552411955.2,481247232.0,651562680.32,5.727283559731727,False,-7228866560,118575.15111443705,0.0022615855218765567,223.83550076470274,0.0037052214878910334,369.72669584124355,0.0038812139629018595,400.9632635037163,0.011731580543406386,473.50305727045907,214.2890625,198.3296875,195.996875,180.14787946428572,159.671484375,1.1936685108873425e-05,9.786477507968182e-06,0.012868045404579087,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,False,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,True,-0.40011086010709507,0.006342335687697278
2025-07-25 01:30:00+00:00,117480.2421875,117708.7109375,117439.1953125,117554.875,745979904,1,4,25,7,3,False,1,30,1,0,0,1,0.0009688367705618095,0.0009683677511288831,39.1484375,0.0003333453074214067,269.515625,0.0022926792700005,74.6328125,153.8359375,41.046875,-0.004256998033200565,-0.004256998033200601,-0.007962657735465895,-0.00796265773546592,-0.010904421191682445,-0.010904421191682435,-0.009680331349494198,-0.00968033134949416,117635.9015625,117669.92453653766,117954.44296875,117887.6826488941,118270.21875,118178.98698274797,118677.15265625,118480.40540347736,118270.21875,417.5867407473242,119105.39223149465,117435.04526850535,0.014123140894159444,1153323827.2,618391142.4,518546227.2,649801400.32,1.4385986530614179,False,-6482886656,118565.07000151176,0.0032085079023610502,141.23639764426196,0.003826307097656821,362.55819415201995,0.004178464794621355,417.5867407473242,0.011747742131895673,500.43345458117983,269.515625,217.1734375,203.1234375,190.09933035714286,167.089453125,1.3172187343140572e-05,1.1663462011178142e-05,0.010904421191682445,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,False,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,True,-0.2477932563587684,0.006342335687697278
2025-07-25 01:45:00+00:00,117529.75,117529.75,117295.9921875,117503.8828125,663183360,1,4,25,7,3,False,1,45,1,0,0,1,-0.0004337734823842698,-0.00043386758931632474,-25.125,-0.00021372997079023733,233.7578125,0.0019893624525838473,25.8671875,0.0,207.890625,-0.0021396232551372796,-0.0021396232551372353,-0.006798451264305783,-0.006798451264305773,-0.010823755992490192,-0.010823755992490138,-0.010438085768892158,-0.010438085768892161,117585.5109375,117614.57729519178,117874.01171875,117817.90086039853,118205.93125,118114.68940766176,118652.36359375,118441.50357411489,118205.93125,432.1316309308263,119070.19451186164,117341.66798813835,0.01462301007609799,1104756736.0,680215347.2,517317836.8,645558763.52,1.281964998737117,False,-7146070016,118555.82959616481,0.002398604320805054,132.41931570165832,0.0037299028917376813,364.5709611229242,0.0041799341380481135,432.1316309308263,0.011737694000085256,527.0771445548586,258.8828125,204.4625,209.9875,198.94252232142858,174.832421875,1.4087564137222409e-05,1.3016509977529999e-05,0.010823755992490192,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,False,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,True,-0.31605589022757696,0.006342335687697278
2025-07-25 02:00:00+00:00,117477.9296875,117477.9296875,117201.640625,117232.921875,1674559488,2,4,25,7,3,False,2,0,1,0,0,1,-0.0023059743305025027,-0.0023086371837440743,-25.953125,-0.00022087036086639955,276.2890625,0.00235675318913056,245.0078125,0.0,31.28125,-0.004644519168889749,-0.004644519168889761,-0.010253625157572555,-0.01025362515757253,-0.01232112743433511,-0.012321127434335095,-0.012525537711713164,-0.012525537711713108,117476.1046875,117487.3588217945,117752.56015625,117711.54104479635,118132.808203125,118030.70925506942,118622.62296875,118393.38708286763,118132.808203125,467.2575078772988,119067.3232188796,117198.2931873704,0.015821430641820303,1217359052.8,842338304.0,562408243.2,678919045.12,2.977480341454568,False,-8820629504,118527.36859563002,0.0028446519492846606,155.56521598923928,0.003415357045708855,354.47647031569824,0.004534623478972762,467.2575078772988,0.01192380183352301,563.8556536358153,302.2421875,244.3953125,223.953125,215.51116071428572,182.2515625,1.519430214947519e-05,1.3374266136430332e-05,0.01232112743433511,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,False,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,True,-0.6787880689424364,0.006342335687697278
2025-07-25 02:15:00+00:00,117283.2421875,117283.2421875,117192.9765625,117197.4375,1303216128,2,4,25,7,3,False,2,15,1,0,0,1,-0.0003026826801931781,-0.0003027284978413282,50.3203125,0.00042923362904538203,90.265625,0.0007702013535918821,85.8046875,0.0,4.4609375,-0.0038276337626516055,-0.0038276337626516445,-0.009722446757785996,-0.009722446757786041,-0.012683116121195104,-0.012683116121195112,-0.009583186736564775,-0.009583186736564797,117386.0421875,117390.71838119633,117637.496875,117618.06767296116,118057.53203125,117951.34808035292,118599.943125,118345.80189888633,118057.53203125,491.2270439469665,119039.98611914393,117075.07794335607,0.016643649430751657,1428635648.0,965835161.6,627569049.6,689116938.24,2.076609942492613,False,-10123845632,118505.46807825535,0.002893305941581361,161.58524395640484,0.0034900904069070735,325.2375785368111,0.004491050324119458,491.2270439469665,0.011517648081852223,597.6035139840999,90.265625,227.0390625,223.009375,205.77678571428572,182.316015625,1.5203058789048563e-05,1.3244768273204124e-05,0.012683116121195104,-1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-25,False,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,True,-0.7262905789825971,0.006342335687697278
2025-07-25 03:15:00+00:00,116270.3984375,116284.921875,115988.6171875,116104.90625,1022435328,3,4,25,7,3,False,3,15,1,0,0,1,-0.0008322684299991723,-0.00083261495765165,68.78125,0.0005919130186373939,296.3046875,0.0025520427781233405,165.4921875,14.5234375,116.2890625,-0.009622003844643179,-0.00962200384464315,-0.014221833432233377,-0.014221833432233334,-0.02003932522145413,-0.02003932522145412,-0.02492110722888541,-0.024921107228885388,116551.25,116504.53214165608,117013.67734375,116910.68611046819,117620.408984375,117427.24284930681,118430.0553125,118051.32848803868,117620.408984375,762.5475551697896,119145.50409471458,116095.31387403542,0.025932491197886855,1402149273.6,1309754163.2,844083200.0,736325304.32,1.2112968579400705,False,-15831375872,118359.46477286937,0.003450171357318392,437.9639449586406,0.00453503095963737,577.5852314705904,0.005939672501190958,762.5475551697896,0.010545166196816787,846.7115238705284,296.3046875,298.5234375,271.459375,259.4603794642857,229.002734375,2.364328052181501e-05,1.7962183990982706e-05,0.02003932522145413,-1.0,medium,trending_medium_vol,False,False,False,False,True,False,2025-07-25,False,118486.9765625,117739.9765625,118378.0546875,117779.953125,2268340224,747.0,False,True,-2.1888491465863456,0.006342335687697278
2025-07-26 03:30:00+00:00,117556.8828125,117624.3125,117516.4453125,117545.5390625,0,3,5,26,7,3,True,3,30,1,0,0,1,-0.0001893189554590391,-0.000189336878554644,-10.9140625,-9.283207468456697e-05,107.8671875,0.0009176629616088286,11.34375,67.4296875,29.09375,-0.00016885549730638605,-0.0001688554973063528,-0.00019350455961730795,-0.00019350455961731283,0.0014993372962432971,0.0014993372962432232,0.01929915781194369,0.01929915781194374,117554.0875,117538.6353491509,117464.765625,117502.92270755392,117462.982421875,117407.6396127429,116918.7953125,117064.53260153728,117462.982421875,130.7873139400932,117724.55704975518,117201.40779399482,0.004453737211281107,226716876.8,227608166.4,465366630.4,692976189.44,0.0,False,-2196103168,117218.7004569288,0.0006305269657949414,22.767808186011802,0.003134647438159569,133.30720365731844,0.004711656224878076,130.7873139400932,0.009176308091263605,634.5327237151782,107.8671875,119.5265625,142.48828125,138.51785714285714,145.6640625,9.877801293161721e-06,7.737770392046212e-06,0.0014993372962432971,1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-26,False,117625.3828125,117387.65625,117625.3828125,117496.640625,3295608832,237.7265625,False,False,0.6641361858753163,0.002023262633173688
2025-07-26 03:45:00+00:00,117554.3203125,117620.40625,117546.21875,117553.8046875,0,3,5,26,7,3,True,3,45,1,0,0,1,7.031849159000458e-05,7.031601936076978e-05,8.78125,7.470508936396924e-05,74.1875,0.0006310939930631498,0.515625,66.0859375,7.5859375,0.00016344921854116734,0.00016344921854124332,0.0008165159710484815,0.0008165159710484029,0.0021357566814492746,0.0021357566814491735,0.017217311415032466,0.017217311415032445,117557.9296875,117543.69179526728,117474.35625,117512.17397663502,117475.508984375,117421.56009606578,116958.589375,117083.72441202438,117475.508984375,126.61681462035419,117728.74261361572,117222.27535513429,0.004311258260211399,77710950.4,227608166.4,463825715.2,671642910.72,0.0,False,-2196103168,117218.7004569288,0.0005642675999847002,20.12308393550875,0.0029633002318393076,136.177290662737,0.004663423414617412,126.61681462035419,0.009008647815676105,609.7476974936433,74.8671875,86.446875,136.19921875,131.3671875,143.89609375,9.771874140400237e-06,7.668117388133267e-06,0.0021357566814492746,1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-26,False,117625.3828125,117387.65625,117625.3828125,117496.640625,3295608832,237.7265625,False,False,0.6989056492162082,0.002023262633173688
2025-07-26 04:00:00+00:00,117549.765625,117575.1953125,117499.25,117555.59375,0,4,5,26,7,3,True,4,0,1,0,0,1,1.5219094820162482e-05,1.5218979010913917e-05,-4.0390625,-3.4359266471529955e-05,75.9453125,0.0006460374200610935,5.828125,19.6015625,50.515625,0.0001712249095020546,0.00017122490950205192,0.0019744344335079766,0.001974434433507919,0.002740839372978199,0.002740839372978265,0.018913577130357462,0.018913577130357365,117561.9546875,117547.65911351152,117497.52109375,117520.0684808832,117491.575,117434.32520597478,117002.231875,117102.23341904608,117491.575,114.17004413902157,117719.91508827804,117263.23491172196,0.0038869185008038347,77710950.4,152861900.8,408808243.2,652187566.08,0.0,False,-2196103168,117218.7004569288,0.0005638862928914385,16.122296625535974,0.0026412817554237523,127.15182170108162,0.004607450732209038,114.17004413902157,0.008783913528718981,570.8281472865968,75.9453125,83.8171875,129.696875,129.0625,140.793359375,9.494917899741017e-06,7.341492317727024e-06,0.002740839372978199,1.0,low,sideways_low_vol,False,True,False,False,False,False,2025-07-26,False,117625.3828125,117387.65625,117625.3828125,117496.640625,3295608832,237.7265625,False,False,0.706431364816458,0.002023262633173688
